10,95
11,85
23,80
14,48
34,25
14,33
5,18
11,90
12,37
15,25
7,65
6,77
13,78
12,72
5,85
12,65
8,23
3,12
6,27
8,30
7,12
14,42
17,18
8,37
20,55
19,98
15,08
14,43
15,65
22,50
50,28
39,83
47,77
43,78
33,18
47,57
36,08
92,75
88,73
57,37
38,20
47,97
78,83
107,85
89,97
26,02
51,93
37,48
84,27
28,88
31,33
